id,specific_event,abstract_event,trigger
1422,12月26日凌晨吴江区盛泽镇心开弄一幢住宅楼着火,紧急情况,着火
1423,盛泽公安分局治安巡逻队的队员赶至现场,移动,赶至
1424,其他队员赶来支援,移动,赶来
1425,熊熊的大火3间屋子吞噬,操作,吞噬
1426,"面对此情景,队员们展开分工",操作,展开
1427,有的挨家挨户拍门叫醒沉睡中的住户,移动,叫醒
1428,有的负责抢救物品,操作,抢救
1429,昨日18时50分越秀区起义路217号建业大厦火灾,紧急情况,火灾
1430,省委书记胡春华指示,操作,指示
1431,"广州市委书记万庆良,副省长、省公安厅长李春生,市长陈建华,市委常委、常务副市长陈如桂,副市长、市公安局长谢晓丹现场指挥",操作,指挥
1432,市公安局组织消防支队、交警支队及越秀区公安分局开展灭火救援工作,操作,开展
1433,消防部门调集28个消防中队、58台消防车、380多名消防官兵,操作,调集
1434,期间越秀区疏散1600多名群众,操作,疏散
1435,分别安置临时安置点,操作,安置
1436,并提供食品和御寒物品,操作,提供
1437,央广网合肥4月17日消息,声明,消息
1438,4月15日下午罐体货车行驶宁洛高速凤阳县大溪河路段,移动,行驶
1439,当地消防部门1个多小时扑救,操作,扑救
1440,油罐车车头烧毁,状态变化,烧毁
1441,火灾没有造成人员伤亡,状态变化,伤亡
1442,当日下午16时09分凤阳县消防大队接到报警,感知,接到
1443,位于宁洛高速凤阳县境内大溪河服务区前往洛阳方向两公里处一辆油罐车起火,紧急情况,起火
1444,在距离火灾现场三公里救援官兵们看到事发路段浓烟,感知,看到
1445,"到达现场后,救援人员发现",感知,发现
1446,熊熊大火车头,紧急情况,大火
1447,消防官兵高速民警事故发生道路封锁,操作,封锁
1448,根据现场火情研判,操作,研判
1449,十五分钟后火势控制,操作,控制
1450,消防官兵铁铤等工具撬开驾驶室门,动作,撬开
1451,将水流注入驾驶室内部,动作,注入
1452,对车辆罐体冷却处理,操作,冷却处理
1453,经过1个多小时奋战,操作,奋战
1454,火灾发生原因调查,操作,调查
1455,比利时一家养老院6日晚火灾,紧急情况,火灾
1456,造成9名老人死亡,状态变化,死亡
1457,3名老人伤势严重,状态变化,伤势严重
1458,火灾比利时首都布鲁塞尔以西大约50公里的梅勒,紧急情况,火灾
1459,火灾养老院内100名老人,紧急情况,火灾
1460,目前警方事故原因调查,操作,调查
1461,"火灾王彬街752和753号,分别是“鸿飞国货店”和“新胜利国货店”晚上11点左右",紧急情况,火灾
1462,其中一位年长华人妇女灼伤,紧急情况,灼伤
1463,经消防人员解救,操作,解救
1464,得以迅速送院治疗,操作,治疗
1465,另有几位老人吸入浓烟,动作,吸入
1466,消防人员从屋顶、窗口和楼梯等不同方向靠近火点,移动,靠近
1467,在短短三十分钟内明火扑灭,状态变化,扑灭
1468,深圳市光明新区荣健农批水果市场11日火灾,紧急情况,火灾
1469,造成16人死亡,状态变化,死亡
1470,中共中央政治局常委、国务院总理李克强批示,操作,批示
1471,要求全力救治伤员,操作,救治
1472,核实伤亡情况,操作,核实
1473,要尽快查明原因,操作,查明
1474,"要举一反三,全面做好今冬明春安全生产工作",操作,做好
1475,特别是对薄弱环节严查密防,操作,严查密防
1476,最大限度地降低安全风险,移动,降低
1477,据省森林防火指挥部消息,声明,消息
1478,昨日中午沙县高砂镇端溪村森林火灾,紧急情况,森林火灾
1479,当地在第一时间内组织专业力量,操作,组织
1480,鹰厦铁路因火灾受阻的部分列车昨晚7时30分正常运行,状态变化,正常运行
1481,截至今日零时火势控制,操作,控制
1482,沙县高砂镇火灾,紧急情况,火灾
1483,出差在外的省委书记卢展工、省长黄小晶指示,声明,指示
1484,国家森林防火指挥部总指挥、国家林业局局长贾治邦提出要求,动作,提出
1485,出差在外的省委常委、常务副省长张昌平赶赴省森林防火指挥部,移动,赶赴
1486,与先期坐镇指挥的省委常委、副省长陈桦部署扑救工作,操作,部署
1487,省森林防火指挥部指示精神传达,声明,传达
1488,昨日13时40分许高砂镇防火办接到报告,动作,接到
1489,端溪村森林火灾,紧急情况,森林火灾
1490,火苗飞过沙溪河,移动,飞过
1491,并越过高速公路,移动,越过
1492,向不同方向蔓延,移动,蔓延
1493,各级各有关部门行动,操作,行动
1494,省森林防火指挥部和三明市、沙县各级领导干部赶往火场,移动,赶往
1495,三明市成立指挥部,操作,成立
1496,组织森林、消防、武警官兵和专业扑火队伍以及党政干部1500多人扑火,操作,扑火
1497,截至今日零时伤亡,状态变化,伤亡
1498,火烧面积起火原因调查,操作,调查
1499,新华网北京2月9日电,声明,电
1500,9日20时27分北京市朝阳区东三环中央电视台新址园区在建的附属文化中心大楼工地火灾,紧急情况,火灾
1501,至当日22时30分大火燃烧,状态变化,燃烧
1502,目前人员伤亡报告,操作,报告
1503,据北京市新闻办通报,声明,通报
1504,北京市119指挥中心接到报警,动作,接到
1505,迅速调派16个中队54辆消防车,操作,调派
1506,北京市委、市政府启动应急预案,操作,启动
1507,现场设置应急指挥中心,操作,设置
1508,消防、武警、民警赶赴现场,移动,赶赴
1509,疏散周边群众,操作,疏散
1510,"中共中央政治局委员、北京市委书记刘淇,中共中央政治局委员、中宣部部长刘云山,北京市委副书记、市长郭金龙,中央电视台台长赵化勇赶赴现场",移动,赶赴
1511,火灾现场周边的东三环、朝阳路实施交通管制,操作,实施
1512,据现场一位周姓目击者称,声明,称
1513,20时许央视新大楼附近燃放焰火,操作,燃放
1514,一些群众京广桥附近观看,感知,观看
1515,至20时30分许北配楼顶部出现火光,状态变化,出现
1516,截至22时45分火势减弱,状态变化,减弱
1517,周围大部分围观群众疏散,操作,疏散
1518,东南网3月31日讯,声明,讯
1519,今日凌晨3时55分许福州市闽侯县南屿加油站对面万顺鞋厂内一仓库失火,紧急情况,失火
1520,工厂保安发现火情,感知,发现
1521,消防官兵火扑灭,状态变化,扑灭
1522,今日凌晨福州市闽侯县消防大队接警,动作,接警
1523,出动部消防车、30余名消防官兵,动作,出动
1524,到场的消防官兵侦查,操作,侦查
1525,消防官兵消防车的水炮火势控制,操作,控制
1526,组织两个攻坚小组,操作,组织
1527,配带个人防护装备,动作,配带
1528,深入火楼层内部,移动,深入
1529,1小时后火灾扑灭,状态变化,扑灭
1530,目前火灾原因和损失调查,操作,调查
1531,新华网乌鲁木齐8月7日电,声明,电
1532,经过近十一个小时扑救,操作,扑救
1533,新疆阿勒泰地区布尔津县境内森林火灾,紧急情况,森林火灾
1534,已于6日凌晨扑灭,状态变化,扑灭
1535,据布尔津县应急管理办公室主任冯强华介绍,声明,介绍
1536,5日18时左右布尔津县冲乎尔乡乔巴特地区在建水电站以西大约两公里处的一片森林草场大火,紧急情况,大火
1537,大火所过之处很多灌木草场烧毁,状态变化,烧毁
1538,当地政府及武警边防派出所、阿勒泰森林消防支队、县护林防火办、当地民兵及群众等80余人赶赴现场,移动,赶赴
1539,经过一夜扑救,操作,扑救
1540,6日凌晨4时大火扑灭,状态变化,扑灭
1541,4月6日下午13时山东省青岛市林业局通报清明节期间全市森林火灾情况,声明,通报
1542,截至今天7时青岛市森林火灾,紧急情况,森林火灾
1543,其中5处火灾扑灭,操作,扑灭
1544,1处火灾控制,操作,控制
1545,已有涉及2起案件的5名嫌疑人控制,操作,控制
1546,火灾及火情并未造成人员伤亡,状态变化,伤亡
1547,昨天上午10时30分左右丰台区蒲黄榆路与蒲方路的十字路口处两车相撞,动作,相撞
1548,一辆直行大公共夏利车顶翻,动作,顶翻
1549,据事故现场的交通协管员说,声明,说
1550,上午10点半左右一辆红色夏利车蒲黄榆路行驶,动作,行驶
1551,一辆由南向北行驶的39路大公共通过路口,动作,通过
1552,将夏利车顶起,动作,顶起
1553,一位目击者告诉记者,声明,告诉
1554,交警赶到现场,移动,赶到
1555,夏利车的右侧车门挤压,动作,挤压
1556,事故清理五六分钟,操作,清理
1557,路口交通协管员疏导,操作,疏导
1558,新华网宜昌11月9日电,声明,电
1559,记者9日湖北省宜昌市交警部门获悉,声明,获悉
1560,今年10月1日兴山客车坠崖,动作,坠崖
1561,其具体原因查明,操作,查明
1562,驾驶员熊承担事故全责,动作,承担
1563,目前公安机关立案,操作,立案
1564,交警部门通报原因,声明,通报
1565,驾驶人熊驾驶,操作,驾驶
1566,其驾驶大客车,操作,驾驶
1567,驶入山区道路,移动,驶入
1568,司法鉴定机构肇事车辆检验,操作,检验
1569,客车左后轮胎胎面磨损,状态变化,磨损
1570,存在安全隐患,声明,存在
1571,肇事车辆降低速度,操作,降低
1572,目前公安机关驾驶员熊立案,操作,立案
1573,同时相关责任人立案,操作,立案
1574,10月1日下午大客车行经兴山县峡口镇,移动,行经
1575,坠入三峡水库香溪河,动作,坠入
1576,四川在线消息,声明,消息
1577,今(19)日凌晨5时许成都市温江区航天路政府专职消防队接到,动作,接到
1578,凤溪大道与温泉大道交叉口交通事故,紧急情况,交通事故
1579,一辆双桥卡车一辆运载木质门窗的货车相撞,动作,相撞
1580,有两人困驾驶室,动作,困
1581,消防队员到达现场,移动,到达
1582,借着昏暗的灯光队员们发现温泉大道与凤溪大道交汇处,动作,发现
1583,一辆牌照为川AN3M87的白色货色侧翻,状态变化,侧翻
1584,躺在公路中间,动作,躺在
1585,车上装满木板和木条,动作,装满
1586,靠副驾驶窗户位置的人员受伤,状态变化,受伤
1587,脚部卡驾驶室,动作,卡
1588,先前到达120救护人员,动作,到达
1589,对其头部包扎,操作,包扎
1590,现场车头变形,状态变化,变形
1591,地上流淌柴油,移动,流淌
1592,消防队员扩张器受伤被困人员,状态变化,受伤
1593,对受伤被困人员,状态变化,受伤
1594,第一名被困人员救出,操作,救出
1595,来到另一名被困人员,移动,来到
1596,消防队员握着伤员的手,动作,握着
1597,确保被困人员,动作,确保
1598,用液压扩张器扩张,操作,扩张
1599,利用液压顶杆扩张,操作,扩张
1600,通过液压扩张器与液压顶杆配合,操作,配合
1601,扩大救援空间,状态变化,扩大
1602,被卡位置扩张,状态变化,扩张
1603,半个小时一名伤员救出,操作,救出
1604,等候120救护车,操作,等候
1605,目前交警部门介入,动作,介入
1606,伤者医院治疗,操作,治疗
1607,据澳大利亚新快网4月18日报道,声明,报道
1608,两名中国游客澳大利亚塔斯马尼亚公路上另一辆汽车碰撞,动作,碰撞
1609,他们正在塔斯马尼亚州游览,操作,游览
1610,警方接到报道,动作,接到
1611,赶至PortLatta地区的Bass公路上,移动,赶至
1612,两名中国人士驾驶大众斜背式汽车,动作,驾驶
1613,一辆现代送货面包车撞上,动作,撞上
1614,车中的两名中国人重伤,状态变化,重伤
1615,他们送往西北乡村医院,移动,送往
1616,这名32岁的女性17日下午死于,状态变化,死于
1617,另一名31岁的现代汽车司机轻伤,状态变化,轻伤
1618,澳大利亚中国使馆人员通知两名中国游客的家属,动作,通知
1619,警方呼吁知情人士,动作,呼吁
1620,中新网济南12月8日电,声明,电
1621,今天中午济青高速潍坊段数十辆车相撞,动作,相撞
1622,大雪路面结冰,状态变化,结冰
1623,导致1人死亡,状态变化,死亡
1624,记者山东省公安厅交管局高速公路交警支队了解,声明,了解
1625,经过5个多小时救援,动作,救援
1626,8日中午济青高速潍坊往高密附近百余辆车相撞,动作,相撞
1627,目前救出5名被困人员,动作,救出
1628,疏散220余名民众,动作,疏散
1629,事故路段抢通,动作,抢通
1630,高速公路交警支队全警上路,动作,上路
1631,采取封闭收费站,动作,封闭
1632,进行交通疏导,动作,疏导
1633,同时现场勘查,操作,勘查
1634,事故车辆清理,动作,清理
1635,据潍坊消防支队介绍/v,声明,介绍/v
1636,事故路段滞留100余辆,动作,滞留
1637,当日官兵长达4公里、多个事故点展开行动,动作,展开
1638,液压剪扩钳扩张,动作,扩张
1639,机动链锯和无齿锯切割,动作,切割
1640,营救被困人员,动作,营救
1641,记者山东高速公路管理部门获悉,声明,获悉
1642,目前事故路段抢通,动作,抢通
1643,但济青高速青岛方向近20个高速入口封闭,状态变化,封闭
1644,中广网梧州7月15日消息,声明,消息
1645,7月14日18时20分广西南宁至梧州二级公路藤县塘步镇大罗村路段交通事故,紧急情况,交通事故
1646,一辆货车一辆客车相撞,动作,相撞
1647,4人当场死亡,状态变化,死亡
1648,一辆车牌号为“陕E20931”的货车行驶,动作,行驶
1649,一辆车牌号为“桂D31103”广州至藤县的客车行驶,动作,行驶
